Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
59,Male,74.6,1.79,183,142,55,0.67,129.2,Yoga,15.9,1.81,3,1,23.28
47,Female,60.4,1.63,191,143,61,1.09,471.8,Cardio,30.5,2.29,4,2,22.73
33,Male,65.7,1.6,192,127,73,1.42,205.6,Yoga,32.3,2.45,5,3,25.66
29,Male,64.6,1.72,180,116,67,1.22,384.0,Strength,17.6,2.37,3,2,21.84
34,Male,87.8,1.78,175,131,66,0.79,206.6,Yoga,15.8,1.57,4,1,27.71
33,Female,69.4,1.69,180,128,66,1.32,285.3,Yoga,22.1,2.62,3,2,24.3
29,Female,49.0,1.75,182,130,67,1.09,441.2,HIIT,25.7,1.89,3,2,16.0
25,Male,73.6,1.69,181,151,68,1.28,791.0,HIIT,18.6,2.21,4,3,25.77
37,Male,79.9,1.69,191,148,66,0.69,354.9,Strength,8.0,1.72,4,1,27.98
20,Male,63.5,1.81,171,127,74,0.87,481.9,HIIT,19.8,2.04,3,2,19.38
33,Female,64.0,1.58,190,116,66,1.08,197.8,Yoga,38.0,2.11,2,2,25.64
47,Male,95.9,1.75,172,106,60,0.77,642.7,HIIT,16.6,2.16,3,1,31.31
40,Male,78.3,1.79,192,146,64,0.8,318.1,Strength,8.0,1.99,2,1,24.44
45,Female,70.4,1.57,173,143,74,0.85,385.5,Strength,18.8,1.89,2,1,28.56
57,Male,79.4,1.89,186,143,63,1.3,893.8,HIIT,11.2,1.74,5,3,22.23
22,Female,63.6,1.63,197,132,56,1.65,591.9,Strength,30.9,2.76,6,3,23.94
37,Male,72.6,1.77,197,117,61,0.89,581.9,HIIT,14.6,2.19,4,2,23.17
57,Male,59.7,1.63,191,158,63,0.84,201.5,Strength,27.5,2.28,2,1,22.47
18,Male,69.3,1.72,175,147,66,0.7,363.1,Cardio,17.3,1.86,2,1,23.42
47,Female,42.0,1.55,176,128,59,0.76,116.1,Strength,18.4,2.06,5,3,17.48
38,Female,62.5,1.66,184,110,55,1.21,446.8,Strength,25.5,2.03,3,3,22.68
37,Female,80.9,1.66,180,134,69,1.06,577.3,Cardio,38.5,1.91,3,3,29.36
23,Male,60.3,1.73,193,155,62,0.99,455.8,Cardio,27.4,2.01,4,2,20.15
39,Female,61.8,1.77,172,130,55,0.74,237.6,Strength,34.5,2.22,1,1,19.73
35,Male,78.6,1.8,199,155,72,1.33,734.7,Cardio,18.7,2.22,4,3,24.26
25,Male,77.5,1.78,175,113,67,0.64,284.8,Strength,33.6,1.87,2,1,24.46
56,Female,70.3,1.66,195,116,55,0.67,365.0,HIIT,32.4,1.97,3,1,25.51
49,Male,69.7,1.72,171,109,59,1.14,235.6,Yoga,21.4,2.19,3,2,23.56
50,Male,66.1,1.65,198,162,72,0.59,382.3,HIIT,18.7,2.16,4,1,24.28
33,Male,71.6,1.78,183,136,70,0.38,123.3,Yoga,8.0,1.5,3,1,22.6
29,Male,66.1,1.87,178,141,64,0.78,445.5,HIIT,25.2,2.0,4,1,18.9
55,Male,62.2,1.62,187,115,58,0.96,422.4,Cardio,30.0,2.22,1,1,23.7
51,Female,64.6,1.55,188,151,55,1.39,748.5,HIIT,21.5,1.84,6,3,26.89
31,Male,78.9,1.74,181,144,62,0.79,531.0,HIIT,16.7,2.05,2,1,26.06
53,Female,45.8,1.64,182,118,59,1.0,192.8,Strength,30.4,2.5,4,1,17.03
50,Female,62.4,1.58,195,154,56,0.97,458.6,Cardio,20.1,1.98,4,1,25.0
40,Male,61.9,1.74,181,125,71,0.68,412.5,HIIT,21.9,1.58,1,1,20.45
19,Male,88.5,1.73,181,118,61,0.8,497.7,Cardio,24.1,2.12,3,1,29.57
58,Male,84.7,1.83,187,128,71,1.06,457.9,Strength,21.2,2.19,4,2,25.29
38,Female,71.5,1.61,178,145,60,0.73,392.6,Cardio,23.2,2.39,4,1,27.58
19,Male,77.2,1.79,186,153,69,1.23,494.3,Strength,20.8,2.37,2,2,24.09
44,Female,60.8,1.6,190,126,59,1.22,440.1,Strength,41.0,1.95,5,3,23.75
26,Male,99.3,1.82,185,144,69,0.9,728.5,Cardio,37.5,1.74,4,2,29.98
18,Female,75.0,1.64,186,145,72,0.25,80.0,Strength,33.2,1.91,3,1,27.89
28,Male,69.9,1.69,190,153,72,0.59,200.1,Strength,21.4,1.96,3,1,24.47
20,Male,75.2,1.8,193,127,60,0.99,611.6,HIIT,17.8,2.08,6,3,23.21
40,Female,49.0,1.69,177,126,56,0.99,151.4,Yoga,38.6,2.15,3,2,17.16
43,Female,71.4,1.68,180,140,71,1.0,400.9,Strength,36.7,2.23,5,3,25.3
21,Male,70.3,1.73,193,113,58,1.37,856.0,HIIT,18.8,2.43,5,3,23.49
35,Female,68.0,1.61,171,122,66,1.47,557.6,Strength,21.8,1.93,4,3,26.23
23,Male,77.4,1.68,177,140,73,1.24,493.0,Strength,26.2,2.61,4,3,27.42
52,Female,83.6,1.7,181,117,56,0.8,420.7,Cardio,26.1,2.37,4,2,28.93
39,Female,68.2,1.64,190,155,56,0.81,277.4,Strength,25.3,2.53,2,1,25.36
32,Male,57.3,1.7,170,110,68,1.63,443.7,Strength,16.6,2.96,5,3,19.83
39,Male,53.6,1.83,192,159,69,1.32,480.1,Cardio,21.9,2.72,5,2,16.01
54,Male,63.4,1.75,182,125,74,0.47,280.6,HIIT,15.8,1.7,2,1,20.7
59,Male,99.3,1.84,191,112,56,0.71,636.9,HIIT,16.5,2.02,5,2,29.33
29,Female,84.2,1.64,190,124,58,0.66,238.7,Strength,27.6,2.25,3,2,31.31
59,Male,70.6,1.75,186,149,73,1.02,566.6,Cardio,15.9,1.57,5,3,23.05
55,Male,57.5,1.78,183,143,63,1.05,328.6,Strength,23.8,2.06,5,2,18.15
35,Female,49.5,1.52,183,119,61,0.64,124.5,Strength,24.8,1.37,2,1,21.42
52,Female,79.6,1.67,185,122,67,1.08,759.1,HIIT,28.1,2.23,4,3,28.54
47,Male,55.4,1.6,186,141,66,1.46,427.3,Strength,12.9,2.76,4,3,21.64
41,Male,97.2,1.92,175,123,57,1.11,936.3,HIIT,20.9,2.17,4,2,26.37
59,Male,80.8,1.81,195,154,67,0.41,131.9,Yoga,22.9,1.58,4,1,24.66
47,Male,81.3,1.74,197,121,69,0.95,518.5,Cardio,24.9,2.15,1,1,26.85
31,Female,81.1,1.61,176,134,68,1.1,275.0,Yoga,22.1,2.28,4,2,31.29
23,Male,75.3,1.69,195,150,63,0.86,307.1,Strength,19.5,2.16,2,1,26.36
20,Female,63.7,1.61,195,163,67,0.64,295.5,Cardio,28.6,1.52,2,1,24.57
33,Male,105.0,1.82,170,129,58,0.96,572.2,Strength,23.6,2.15,3,2,31.7
24,Female,65.8,1.61,194,126,62,0.61,303.1,Cardio,25.4,1.92,3,2,25.38
31,Female,50.7,1.56,184,113,57,0.92,343.1,Cardio,32.1,2.34,4,1,20.83
26,Female,71.1,1.63,189,139,56,0.55,208.3,Strength,30.7,1.81,4,1,26.76
32,Male,71.9,1.67,190,141,73,0.58,332.8,HIIT,19.0,2.44,3,1,25.78
38,Male,80.5,1.88,187,151,62,0.82,155.9,Yoga,16.4,2.02,3,2,22.78
52,Male,70.3,1.79,199,155,71,1.11,714.3,HIIT,17.7,2.02,2,1,21.94
19,Female,62.8,1.66,197,142,67,0.62,233.2,Cardio,25.0,1.57,3,1,22.79
44,Female,56.0,1.6,195,134,61,1.19,540.1,HIIT,21.4,2.06,5,2,21.87
19,Female,54.4,1.54,182,127,63,1.25,436.0,Strength,25.0,2.01,4,3,22.94
52,Female,58.2,1.68,193,127,66,0.83,424.4,HIIT,14.0,1.95,3,2,20.62
35,Female,70.4,1.66,199,121,68,0.55,373.9,HIIT,36.2,2.34,2,1,25.55
31,Male,81.8,1.8,171,130,68,0.62,187.1,Yoga,23.3,1.43,3,1,25.25
37,Female,61.0,1.55,188,125,69,1.24,423.5,Strength,27.1,1.83,4,3,25.39
35,Male,66.2,1.67,184,117,57,0.87,503.3,HIIT,13.9,1.95,2,1,23.74
27,Male,72.1,1.76,181,119,69,0.91,463.6,Cardio,34.5,1.64,4,2,23.28
42,Male,82.0,1.66,184,125,73,0.65,224.2,Yoga,26.4,1.6,2,1,29.76
19,Male,63.7,1.62,194,123,74,0.57,242.2,Cardio,25.9,1.94,1,1,24.27
42,Male,90.0,1.76,187,144,68,1.01,669.3,Cardio,13.3,2.09,3,3,29.05
50,Female,50.6,1.59,183,127,62,0.74,299.9,Cardio,21.8,2.08,3,2,20.02
53,Male,85.4,1.8,175,128,59,1.2,932.3,HIIT,27.4,2.4,3,2,26.36
48,Female,50.6,1.55,181,140,73,0.64,223.8,Strength,26.4,2.29,3,1,21.06
31,Male,55.1,1.59,189,155,58,0.66,187.1,Strength,26.8,2.01,3,1,21.8
18,Male,66.9,1.73,192,121,68,0.87,201.5,Yoga,30.7,2.38,2,2,22.35
33,Male,68.5,1.76,199,140,70,0.94,121.4,Yoga,24.0,2.1,4,2,22.11
20,Male,70.1,1.78,199,135,74,0.82,374.1,Strength,12.6,2.11,2,1,22.12
52,Female,81.5,1.68,175,125,60,0.65,430.9,Cardio,20.3,2.0,1,1,28.88
58,Male,68.3,1.68,195,157,60,0.79,473.4,HIIT,18.6,2.06,3,1,24.2
23,Female,56.0,1.5,199,150,57,1.53,274.6,Yoga,28.5,2.48,6,3,24.89
42,Male,73.4,1.82,178,138,69,0.84,379.2,Strength,25.4,2.55,4,2,22.16
30,Female,61.7,1.5,199,136,57,1.16,357.2,Strength,40.2,2.41,4,3,27.42
51,Female,68.4,1.64,194,147,65,0.88,432.8,Cardio,30.0,1.89,4,1,25.43
25,Female,64.2,1.68,195,114,57,1.55,843.4,HIIT,32.0,3.13,5,3,22.75
